-152.1;26.1;-309.5;-40.8;-81.2;346;0.101572;-0.187966;-0.976909;-678.353;-0.376089;0.901857;-0.212628;302.558;0.920999;0.389002;0.0209115;-337.442;0;0;0;1;
59.7;189;-80.1;-157.4;324.8;-118.9;-0.862015;-0.46753;-0.195818;-349.829;-0.42695;0.461488;0.777652;633.553;-0.273208;0.753953;-0.597422;-58.7999;0;0;0;1;
288.6;354.2;6;264;243.5;7;0.126941;-0.119177;-0.984725;268.001;-0.977634;0.152797;-0.144519;1028.39;0.167686;0.981045;-0.0971149;486.659;0;0;0;1;
288;257.4;-90.1;-309.7;70.1;-42.3;-0.383831;0.398029;-0.833215;-249.164;-0.430617;-0.875363;-0.219794;-583.082;-0.816849;0.274433;0.50739;838.222;0;0;0;1;
78.9;-57.9;159.5;159.1;-297;-239.6;0.869569;-0.196388;0.45308;85.6177;0.170884;-0.741155;-0.649221;-301.272;0.463301;0.641967;-0.610926;313.439;0;0;0;1;
-331.6;-89;146.5;-281.1;87.4;282.5;0.896961;0.269734;0.350293;328.04;-0.288951;-0.242016;0.926248;-89.5273;0.334617;-0.932025;-0.139139;532.887;0;0;0;1;
282.2;-213;111.4;-158;-10.4;-66.6;0.835513;-0.544382;-0.0746056;-128.139;0.544637;0.838464;-0.0186724;-571.703;0.072719;-0.025032;0.997038;672.419;0;0;0;1;
83.2;-224.7;-72.5;306.4;256.6;-331.9;-0.461051;-0.320336;0.827536;52.987;0.101779;-0.945504;-0.309296;83.9565;0.881517;-0.0583751;0.468529;-398.415;0;0;0;1;
-46.7;184.5;285.6;223.2;92.1;-147.2;0.215556;-0.0328917;0.975937;-385.635;-0.320908;-0.946308;0.038986;-488.394;0.922255;-0.32159;-0.214537;-71.0649;0;0;0;1;
-321.9;-189.1;154.9;197.6;187.3;75.2;0.266692;0.776975;-0.57025;-140.634;0.866233;0.066147;0.495242;114.308;0.422511;-0.626047;-0.6554;578.018;0;0;0;1;
318.1;215.7;346.2;-38.3;151.9;73.5;0.407605;-0.117639;0.905549;-612.567;-0.855258;0.298318;0.423722;-584.55;-0.319988;-0.947189;0.0209839;884.171;0;0;0;1;
-115.8;74;77.7;212.8;276;284.5;0.7407;-0.614087;-0.27251;90.0286;0.309283;0.671757;-0.673117;-284.578;0.596412;0.414295;0.687497;-358.784;0;0;0;1;
-213.9;-143.7;-300.3;-69.1;-340.2;316.3;0.133295;0.922287;-0.362795;307.691;-0.971161;0.194566;0.137806;233.072;0.197684;0.333963;0.921623;1321.93;0;0;0;1;
-41;-26.8;-2;-258.3;-306.5;-270;0.218219;-0.958076;-0.185664;709.074;0.464254;-0.0654271;0.883282;699.124;-0.858399;-0.278944;0.430513;966.134;0;0;0;1;
-45.4;-268.4;-241.9;-250.6;146.5;305.4;-0.649335;-0.757102;0.0718387;-314.283;-0.40115;0.421232;0.813414;-259.096;-0.646098;0.49936;-0.577232;20.7853;0;0;0;1;
41.8;-38.3;18.3;-114.9;283.4;-189.9;0.520884;0.0398692;0.852696;767.349;-0.643102;-0.638544;0.422706;-591.196;0.561337;-0.768552;-0.306967;929.947;0;0;0;1;
175.8;-192.5;101.3;-106.6;237.6;-125.6;-0.851345;-0.488757;-0.190601;550.101;-0.133016;0.552558;-0.822792;-25.4127;0.507463;-0.675127;-0.53543;751.184;0;0;0;1;
-182.2;-336.4;90.8;-265.2;-188.3;-32.2;-0.468401;0.778009;-0.418691;-388.444;-0.805715;-0.570592;-0.158895;-25.1285;-0.362523;0.262919;0.89412;-237.135;0;0;0;1;
-309;130.8;158.2;49;232.5;211.8;-0.335755;0.283105;-0.898399;-201.166;0.342441;0.925191;0.163569;173.637;0.877498;-0.25273;-0.407584;441.881;0;0;0;1;
-3.8;-173;160.6;-28.4;-206.3;-195.8;-0.615782;-0.127491;-0.777534;-97.285;0.131381;0.956393;-0.260868;-23.5939;0.776886;-0.262791;-0.572179;567.642;0;0;0;1;
-225.9;52.7;125.9;9.6;297.9;49.3;-0.977383;0.0569915;0.203652;120.483;0.140182;0.89563;0.422133;140.982;-0.158339;0.441134;-0.883363;-163.78;0;0;0;1;
36.9;113.6;74;-221.9;-353;-191.3;0.510824;-0.427247;-0.746002;-630.629;0.608802;-0.432895;0.664802;481.735;-0.606975;-0.793765;0.0389759;-76.6147;0;0;0;1;
12.6;-318;-167.6;320.6;-223.2;-138.7;0.474935;0.480807;0.737062;170.204;0.774128;0.170065;-0.609757;-73.8682;-0.418524;0.860176;-0.291437;400.802;0;0;0;1;
-71.7;-314.9;352.1;303.8;94.1;81.8;0.720031;-0.197366;0.665283;320.888;0.401361;-0.663635;-0.631267;757.147;0.566096;0.721551;-0.398623;-312.065;0;0;0;1;
155.5;307.6;126;-186.8;-223.7;136.9;0.914133;0.151425;-0.376073;-526.388;-0.261171;0.929451;-0.260595;-248.842;0.310081;0.336438;0.88919;431.763;0;0;0;1;
-22.5;-89.6;-170.4;320.6;137.3;-232.6;0.965046;-0.178288;-0.192092;-40.6678;0.0453271;0.83545;-0.547695;-54.5164;0.25813;0.519844;0.814329;512.032;0;0;0;1;
-133;-185.9;241;301.1;-47.7;105.2;-0.0142649;0.343737;-0.938957;67.1347;0.964061;0.253884;0.0782965;-146.613;0.265299;-0.904095;-0.335005;-86.1441;0;0;0;1;
-250.3;182.1;4.5;-200.7;-0.2;141.3;0.829491;-0.445757;0.336519;383.574;-0.234329;0.269171;0.93415;1061.9;-0.506985;-0.853726;0.118821;454.682;0;0;0;1;
-122.1;145.3;186.4;-272.9;89;-222.3;0.193123;0.459936;-0.866696;-70.3303;-0.270084;-0.824281;-0.49761;-39.4965;-0.94327;0.33018;-0.0349664;353.721;0;0;0;1;
168.9;-258.4;302.5;-207.9;-85.1;-281.3;0.626394;-0.6362;0.450423;-263.423;-0.75176;-0.340241;0.564883;-12.9606;-0.206126;-0.692449;-0.691394;-537.129;0;0;0;1;
289;109.6;-153.7;-241.5;-72.7;343.6;0.1297;-0.227662;0.965064;136.253;-0.822084;0.519493;0.233035;192.073;-0.554397;-0.823588;-0.119779;246.079;0;0;0;1;
-256.9;154.4;-202.3;344.2;-47.4;-32.8;0.821611;-0.528109;0.214608;54.2879;0.536971;0.843372;0.0196248;156.206;-0.191358;0.0991141;0.976503;640.902;0;0;0;1;
-53.5;-80.5;-210.8;311;-63.9;149;0.745715;-0.654234;-0.126043;189.476;-0.0388426;-0.231547;0.972048;347.218;-0.665132;-0.719975;-0.19808;468.992;0;0;0;1;
-50.5;174;-65.8;-224.2;261.1;240.5;0.757651;0.638977;0.132941;-408.971;-0.145682;0.364124;-0.919886;-581.953;-0.636194;0.677585;0.368966;-130.875;0;0;0;1;
-229.3;-72.8;342.1;-286.9;79.3;-103.1;0.842236;0.102233;0.529328;-53.999;0.485869;0.281509;-0.827457;-181.959;-0.233604;0.954097;0.187425;1464.13;0;0;0;1;
-351;8.2;223.7;-144.6;126.8;-209;0.653193;0.725794;-0.21578;213.334;0.600063;-0.669985;-0.437086;-72.6846;-0.461804;0.15602;-0.873152;633.498;0;0;0;1;
-303.9;87.1;162.6;-146.2;-71.6;-244.9;0.164347;-0.591877;0.789095;-24.5839;0.972575;-0.0362487;-0.229749;113.024;0.164587;0.805213;0.569687;357.094;0;0;0;1;
38.2;235;-108.2;187.4;43.1;187.9;0.618593;-0.785186;0.0287358;-451.379;-0.776279;-0.616407;-0.132031;346.068;0.121382;0.0593661;-0.990829;345.923;0;0;0;1;
-166.5;352.6;1.8;-15;-231.6;-239.9;0.609393;0.544606;0.576233;-1012.6;0.627004;-0.775849;0.070181;259.989;0.48529;0.318532;-0.814267;495.398;0;0;0;1;
-134.6;-243.7;47.3;-152.6;-170.5;-233.5;-0.606032;0.398853;-0.688216;442.134;-0.786906;-0.17422;0.591968;-457.395;0.116208;0.900313;0.419443;-246.498;0;0;0;1;
-38.4;-304.3;134.7;-174.8;-88.9;-241.4;-0.924224;-0.375366;0.0700738;-130.373;0.38185;-0.908169;0.171523;-93.8595;-0.000745099;0.185284;0.982685;74.7;0;0;0;1;
-166.6;-175.5;205.8;213.2;-104.5;-225.9;-0.848687;-0.20985;0.485483;107.838;-0.512686;0.551924;-0.657673;-69.772;-0.129937;-0.807058;-0.575998;168.84;0;0;0;1;
328.3;293.8;226.3;-139.9;-21.7;-90.6;0.21656;-0.226794;-0.949561;-264.755;-0.772499;0.554922;-0.308717;-142.407;0.596948;0.800391;-0.0550239;698.372;0;0;0;1;
265.2;171.9;-98.1;-235.8;-203.2;-112.5;0.765155;-0.559685;-0.318262;4.86255;0.569136;0.819076;-0.0721003;-356.269;0.301034;-0.125966;0.945257;-89.4976;0;0;0;1;
-115.7;22.2;-138.9;291.6;86.8;-92.2;-0.695883;0.127077;0.706823;-65.884;0.606775;-0.422433;0.673331;306.535;0.38415;0.897442;0.216857;651.102;0;0;0;1;
275.3;-311.7;-36.5;-92.9;-269.2;91.9;-0.0342513;-0.102527;0.99414;161.127;0.177703;-0.979498;-0.0948943;896.247;0.983488;0.173411;0.0517684;-86.5992;0;0;0;1;
-117;-218.6;276.4;306;354.7;-188.2;0.9404;-0.0789326;-0.330782;23.2808;0.0960359;-0.871457;0.480978;-58.3738;-0.326227;-0.484078;-0.811938;-430.86;0;0;0;1;
297.3;180.1;322.8;163.6;257.4;-58.9;0.982217;-0.175036;0.0679062;-416.051;0.186071;0.859328;-0.476374;-859.805;0.025029;0.480539;0.876616;128.916;0;0;0;1;
290.2;162.6;330.2;-310.8;286.8;-233.1;0.0506592;-0.631435;0.773773;-223.314;-0.996894;-0.0787486;0.00100448;-781.158;0.0602992;-0.77142;-0.633463;-222.958;0;0;0;1;
-206;-189;6.3;15.1;319.8;-267;-0.371856;0.719766;0.586225;983.656;0.878483;0.068778;0.472797;491.865;0.299984;0.690801;-0.657878;203.434;0;0;0;1;
282.9;92.2;-218.6;-113.7;359.3;-270.6;-0.560319;0.815532;-0.144739;-84.5127;-0.626366;-0.531548;-0.570195;-366.873;-0.541948;-0.228832;0.808659;298.965;0;0;0;1;
338.2;-117.8;-129.2;111.7;-314.7;-134.6;0.82978;0.483196;-0.27926;-399.124;0.543203;-0.584456;0.602779;-103.99;0.128046;-0.651869;-0.747443;348.369;0;0;0;1;
140.8;342.7;-314.5;103.5;146.2;302.9;-0.391059;0.324231;0.861364;-727.812;-0.632983;-0.774155;0.00402983;-652.17;0.668136;-0.543653;0.507973;394.972;0;0;0;1;
261.8;76.3;-37.4;231.9;-17.3;-110.7;0.870983;-0.371016;-0.322081;-109.656;-0.12323;-0.799565;0.587802;622.269;-0.475608;-0.472275;-0.742127;-498.786;0;0;0;1;
216;136.7;-82.5;-137.8;-208.3;-265.6;-0.848195;0.373905;0.375181;72.7318;-0.355259;-0.92695;0.120642;-20.3888;0.392883;-0.0309585;0.919067;-308.402;0;0;0;1;
-187.5;291.8;186.6;-188.9;-181.9;43.1;-0.427796;0.755971;-0.495478;-58.5017;-0.848196;-0.525176;-0.0689489;-9.13796;-0.312336;0.390767;0.86588;519.353;0;0;0;1;
-99.5;-346.6;142.5;-11.5;-17.6;187.9;0.162197;-0.984706;0.063608;-13.5604;-0.64364;-0.154438;-0.749584;51.3459;0.747943;0.0806398;-0.658846;-25.0318;0;0;0;1;
214;-236.9;170.5;116.7;83.8;-43.4;0.408555;-0.892281;-0.192141;73.2285;0.178945;0.28473;-0.941758;-136.034;0.89502;0.350377;0.275997;439.201;0;0;0;1;
-83.3;-157.2;250.1;239.4;-285.4;-270.1;-0.405632;0.246696;0.880116;13.6463;0.913124;0.152387;0.378131;-448.585;-0.0408352;0.957037;-0.287077;77.8867;0;0;0;1;
-231.4;147.9;226.7;-96.6;227.3;235.6;0.106837;-0.0420808;0.993386;42.9975;-0.325312;0.942634;0.0749178;-39.6714;-0.939552;-0.331164;0.0870191;14.0164;0;0;0;1;
-2.2;-320.3;167.4;-318.4;-292;345.5;-0.995779;0.0836663;-0.0377444;-22.134;-0.089077;-0.781727;0.617226;48.5404;0.0221352;0.617982;0.78588;308.407;0;0;0;1;
84.7;-174.3;216.1;-132.9;174.3;-161.6;0.412908;-0.899981;-0.139786;-22.6243;0.696456;0.213101;0.685228;179.103;-0.586904;-0.380291;0.714788;196.513;0;0;0;1;
-305.1;28.2;-181.3;82.6;-358;262.6;-0.0376236;-0.87826;-0.476701;-12.6837;0.504913;-0.428373;0.749373;23.6164;-0.86235;-0.212498;0.459562;375.014;0;0;0;1;
256.4;-81.3;-254.7;3.6;-202;-322.9;0.553958;0.804694;0.213536;-124.625;0.0875567;0.198754;-0.976131;497.673;-0.827928;0.559432;0.0396448;778.263;0;0;0;1;
93.6;-216.1;185;-39.8;47.3;-90.5;0.743275;0.417655;-0.522596;-41.123;-0.372398;-0.390645;-0.841853;-63.0762;-0.555754;0.820342;-0.134823;355.668;0;0;0;1;
-164.3;-315;-193.6;-357;-273.4;-125.5;-0.689088;0.549002;-0.473028;-2.63319;-0.651701;-0.754937;0.0731819;-4.78284;-0.316929;0.358701;0.878003;314.009;0;0;0;1;
205.7;28.5;60.2;-81;112.9;-268.4;-0.82783;-0.176177;0.532597;-465.838;0.558533;-0.347408;0.753225;304.66;0.0523271;0.921015;0.385996;-349.891;0;0;0;1;
117.4;25;-23;296.2;-252.4;-21;-0.487998;-0.620435;-0.613937;-530.461;-0.730032;-0.0954289;0.676717;-877.636;-0.478446;0.77843;-0.406368;146.055;0;0;0;1;
55.9;-356.1;257.8;18.4;7.6;-304.3;-0.949478;0.312745;0.0261327;269.482;-0.311718;-0.949453;0.0370194;-391.542;0.0363894;0.0270031;0.998973;944.176;0;0;0;1;
-87.3;-258.9;-160.4;315;-81.5;104.1;0.686444;-0.0346904;-0.726355;-51.2257;-0.479517;0.729326;-0.488002;111.146;0.546679;0.683286;0.484007;349.323;0;0;0;1;
-135.6;-28.6;149.2;30.8;-168.3;93;0.909845;-0.138062;-0.391307;-234.751;0.344771;0.77628;0.527753;241.239;0.230901;-0.615084;0.753894;267.41;0;0;0;1;
122.5;254.6;338.8;-177.3;-186.5;91.6;0.851379;-0.444146;-0.279085;226.359;-0.524205;-0.739725;-0.42192;353.279;-0.0190518;0.505511;-0.86261;1262.25;0;0;0;1;
-228.5;148.2;-243.5;108.6;84.3;-135.9;0.293067;0.257011;0.9209;427.515;0.565194;0.730302;-0.383684;365.776;-0.771147;0.632933;0.0687662;620.114;0;0;0;1;
