-326.1;-38;-137.4;-313.4;198.6;-43.8;0.731403;0.239804;0.638391;10.2603;0.679852;-0.18311;-0.710122;-29.5803;-0.0533941;0.953397;-0.296958;728.536;0;0;0;1;
-112.3;26.9;-31.4;-83.3;2.2;41.4;-0.606711;0.717217;-0.342783;-419.531;-0.281312;0.209593;0.936448;1032.62;0.743482;0.664583;0.0745995;229.119;0;0;0;1;
-171.4;-302.5;-166.3;-218.7;-125.2;-72.9;0.705291;-0.101002;-0.701686;-182.612;0.541892;-0.561362;0.62548;68.3005;-0.457074;-0.821384;-0.341191;376.854;0;0;0;1;
341.2;264.7;-204.4;-202.6;198.7;-340.6;0.219581;-0.731768;-0.645213;191.647;0.763133;0.540856;-0.353698;55.0397;0.607792;-0.414718;0.677198;581.714;0;0;0;1;
327.2;-347.6;299.1;43.4;344.9;-118.3;-0.621643;-0.590575;0.51457;785.089;0.733694;-0.669074;0.118463;491.625;0.274324;0.451178;0.849226;755.292;0;0;0;1;
-323.5;-341.2;203.7;-243.6;-294.6;-100.6;-0.620601;-0.783833;0.0214568;123.86;-0.00136135;0.0284409;0.999595;-11.1669;-0.784125;0.62032;-0.0187176;539.225;0;0;0;1;
72.6;-46.8;286.3;258.4;87.1;-214.4;0.0491605;0.105723;-0.99318;-43.5493;0.0819409;-0.991457;-0.101484;-120.825;-0.995424;-0.0763931;-0.0574035;1228.88;0;0;0;1;
-60.3;275.7;-156.9;-9.4;274.2;78;0.961326;-0.058673;0.26909;-47.3556;-0.257225;-0.540436;0.801102;-56.3332;0.0984228;-0.839337;-0.534628;446.189;0;0;0;1;
134.9;255.3;-160.2;147.7;270;255.7;-0.92838;-0.304893;0.212488;108.409;0.226424;-0.0106614;0.97397;168.58;-0.294692;0.952327;0.078933;431.734;0;0;0;1;
167.2;94.3;268.1;-36.6;-222.4;110.2;0.062936;0.755854;0.651709;-434.75;0.630488;-0.536307;0.561124;-66.2331;0.773644;0.375579;-0.510309;-184.815;0;0;0;1;
